100	22252.2
300	21772.9
400	20423.5
500	20206.9
600	19494.7
700	19414
800	17226
1700	17055.5
1900	16508.2
2500	16417.3
2600	16391.5
2700	16337.4
2800	16207.2
2900	16204.4
3000	15991.9
3500	15637.2
4200	15134.6
4300	14666.3
4400	14407.3
7400	14052.2
8800	14034
11100	13911.7
11300	13878.7
11400	13790.3
11500	13603.5
18500	13458.5
19900	13260.8
21600	12938.7
23700	12889
97000	12529.4
97600	12454.9
98100	12132.7
98300	11981.3
98500	11829.6
98900	11433.7
